payment_id,unit_id,tenant_id,property_id,unit_type,lease_type,payment_method,payment_date,due_date,amount_due,amount_paid,late_fee,days_late,delinquent_flag,vacancy_flag,payment_flag,billed_flag,collected_flag,late_flag
PAY-03-00580,U-003-354,T-75162,PROP-003,Studio,Month-to-Month,Cash,2025-12-01,2025-12-01,1145.34,1145.34,0.0,0,0,0,1,1,1,0
PAY-03-00581,U-001-169,T-57940,PROP-001,1BR,Standard,Online,2025-12-16,2025-12-01,1508.59,1508.59,80.0,15,0,0,1,1,1,1
PAY-03-00582,U-003-202,T-70844,PROP-003,2BR,Standard,ACH,2025-12-04,2025-12-01,2099.51,2099.51,0.0,3,0,0,1,1,1,0
PAY-03-00583,U-002-110,T-73727,PROP-002,1BR,Standard,Check,,2025-12-01,1495.64,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00584,U-001-260,T-30478,PROP-001,1BR,Standard,ACH,2025-12-04,2025-12-01,1544.75,1544.75,0.0,3,0,0,1,1,1,0
PAY-03-00585,U-002-297,T-27780,PROP-002,1BR,Month-to-Month,ACH,2025-12-01,2025-12-01,1521.83,1521.83,0.0,0,0,0,1,1,1,0
PAY-03-00586,U-001-211,T-42679,PROP-001,2BR,Month-to-Month,ACH,2025-12-03,2025-12-01,2020.79,2020.79,0.0,2,0,0,1,1,1,0
PAY-03-00587,U-003-257,T-45395,PROP-003,1BR,Corporate,ACH,,2025-12-01,1452.92,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00588,U-001-115,T-40970,PROP-001,3BR,Standard,Check,2025-12-06,2025-12-01,2396.87,2396.87,0.0,5,0,0,1,1,1,0
PAY-03-00589,U-003-341,T-70359,PROP-003,3BR,Month-to-Month,Check,2025-12-04,2025-12-01,2517.49,2517.49,0.0,3,0,0,1,1,1,0
PAY-03-00590,U-003-248,T-11940,PROP-003,1BR,Standard,Online,,2025-12-01,1465.67,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00591,U-003-293,T-37161,PROP-003,1BR,Corporate,Check,2025-12-01,2025-12-01,1467.24,1467.24,0.0,0,0,0,1,1,1,0
PAY-03-00592,U-004-281,T-19205,PROP-004,2BR,Month-to-Month,ACH,2025-12-16,2025-12-01,2023.04,2023.04,80.0,15,0,0,1,1,1,1
PAY-03-00593,U-003-211,T-79959,PROP-003,Studio,Corporate,Online,2025-12-04,2025-12-01,1144.38,1144.38,0.0,3,0,0,1,1,1,0
PAY-03-00594,U-003-230,T-24537,PROP-003,2BR,Standard,Check,2025-12-01,2025-12-01,2005.29,2005.29,0.0,0,0,0,1,1,1,0
PAY-03-00595,U-003-111,T-18410,PROP-003,1BR,Standard,Online,2025-12-06,2025-12-01,1455.12,1455.12,0.0,5,0,0,1,1,1,0
PAY-03-00596,U-001-315,T-76783,PROP-001,1BR,Standard,Online,2025-12-01,2025-12-01,1491.5,1491.5,0.0,0,0,0,1,1,1,0
PAY-03-00597,U-001-386,T-20559,PROP-001,Studio,Standard,ACH,2025-12-06,2025-12-01,1235.9,1235.9,0.0,5,0,0,1,1,1,0
PAY-03-00598,U-002-397,T-50914,PROP-002,1BR,Standard,Online,2025-12-01,2025-12-01,1521.65,1521.65,0.0,0,0,0,1,1,1,0
PAY-03-00599,U-001-307,T-28133,PROP-001,2BR,Month-to-Month,ACH,2025-12-03,2025-12-01,2046.93,2046.93,0.0,2,0,0,1,1,1,0
PAY-03-00600,U-003-174,T-84317,PROP-003,2BR,Standard,ACH,2025-12-16,2025-12-01,1925.23,1925.23,80.0,15,0,0,1,1,1,1
PAY-03-00601,U-002-188,T-33201,PROP-002,2BR,Standard,Online,2025-12-06,2025-12-01,2087.02,2087.02,0.0,5,0,0,1,1,1,0
PAY-03-00602,U-003-185,T-68582,PROP-003,1BR,Standard,Online,2025-12-06,2025-12-01,1465.04,1465.04,0.0,5,0,0,1,1,1,0
PAY-03-00603,U-001-345,T-35650,PROP-001,2BR,Standard,ACH,2025-12-01,2025-12-01,1926.1,1926.1,0.0,0,0,0,1,1,1,0
PAY-03-00604,U-001-179,T-69735,PROP-001,Studio,Standard,Check,2025-12-02,2025-12-01,1179.25,1179.25,0.0,1,0,0,1,1,1,0
PAY-03-00605,U-003-205,T-54246,PROP-003,3BR,Corporate,Cash,2025-12-01,2025-12-01,2621.25,2621.25,0.0,0,0,0,1,1,1,0
PAY-03-00606,U-002-328,T-73866,PROP-002,3BR,Standard,Online,2025-12-04,2025-12-01,2410.78,2410.78,0.0,3,0,0,1,1,1,0
PAY-03-00607,U-002-128,T-86013,PROP-002,1BR,Standard,Online,2025-12-16,2025-12-01,1443.9,1443.9,80.0,15,0,0,1,1,1,1
PAY-03-00608,U-003-181,T-64808,PROP-003,2BR,Month-to-Month,Check,,2025-12-01,2087.58,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00609,U-001-357,T-53535,PROP-001,Studio,Standard,Check,2025-12-06,2025-12-01,1257.65,1257.65,0.0,5,0,0,1,1,1,0
PAY-03-00610,U-004-242,T-18251,PROP-004,1BR,Standard,Online,2025-12-03,2025-12-01,1457.46,1457.46,0.0,2,0,0,1,1,1,0
PAY-03-00611,U-004-138,T-18866,PROP-004,1BR,Month-to-Month,Online,2025-12-16,2025-12-01,1574.42,1574.42,80.0,15,0,0,1,1,1,1
PAY-03-00612,U-001-303,T-15282,PROP-001,1BR,Standard,ACH,2025-12-01,2025-12-01,1474.76,1474.76,0.0,0,0,0,1,1,1,0
PAY-03-00613,U-001-293,T-55473,PROP-001,2BR,Standard,ACH,2025-12-01,2025-12-01,2008.78,2008.78,0.0,0,0,0,1,1,1,0
PAY-03-00614,U-003-110,T-90899,PROP-003,3BR,Standard,ACH,2025-12-02,2025-12-01,2456.03,2456.03,0.0,1,0,0,1,1,1,0
PAY-03-00615,U-003-122,T-47349,PROP-003,2BR,Standard,Cash,2025-12-01,2025-12-01,2086.62,2086.62,0.0,0,0,0,1,1,1,0
PAY-03-00616,U-002-233,T-51767,PROP-002,1BR,Standard,Online,2025-12-04,2025-12-01,1553.65,1553.65,0.0,3,0,0,1,1,1,0
PAY-03-00617,U-001-117,T-83525,PROP-001,2BR,Standard,Online,2025-12-01,2025-12-01,1990.96,1990.96,0.0,0,0,0,1,1,1,0
PAY-03-00618,U-003-284,T-33204,PROP-003,2BR,Standard,ACH,2025-12-21,2025-12-01,1905.72,1905.72,90.0,20,0,0,1,1,1,1
PAY-03-00619,U-001-198,,PROP-001,Studio,Standard,ACH,2025-12-01,2025-12-01,1200.6,1200.6,0.0,0,0,0,1,1,1,0
PAY-03-00620,U-003-149,T-58331,PROP-003,1BR,Standard,ACH,2025-12-01,2025-12-01,1550.64,1550.64,0.0,0,0,0,1,1,1,0
PAY-03-00621,U-002-396,T-11512,PROP-002,1BR,Corporate,ACH,2025-12-03,2025-12-01,1558.0,1558.0,0.0,2,0,0,1,1,1,0
PAY-03-00622,U-004-241,T-56120,PROP-004,1BR,Standard,Check,2025-12-11,2025-12-01,1445.43,1445.43,70.0,10,0,0,1,1,1,1
PAY-03-00623,U-003-285,T-52350,PROP-003,3BR,Standard,ACH,2025-12-16,2025-12-01,2530.97,2530.97,80.0,15,0,0,1,1,1,1
PAY-03-00624,U-002-156,T-64534,PROP-002,1BR,Standard,Check,2025-12-01,2025-12-01,1520.16,1520.16,0.0,0,0,0,1,1,1,0
PAY-03-00625,U-002-312,T-46409,PROP-002,2BR,Month-to-Month,Online,2025-12-02,2025-12-01,2018.16,2018.16,0.0,1,0,0,1,1,1,0
PAY-03-00626,U-001-299,T-79452,PROP-001,1BR,Standard,Check,2025-12-01,2025-12-01,1503.56,1503.56,0.0,0,0,0,1,1,1,0
PAY-03-00627,U-003-124,T-65478,PROP-003,1BR,Month-to-Month,Online,,2025-12-01,1488.36,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00628,U-003-318,T-13489,PROP-003,Studio,Month-to-Month,ACH,2025-12-01,2025-12-01,1161.87,1161.87,0.0,0,0,0,1,1,1,0
PAY-03-00629,U-004-242,T-32532,PROP-004,Studio,Standard,ACH,2025-12-03,2025-12-01,1192.57,1192.57,0.0,2,0,0,1,1,1,0
PAY-03-00630,U-002-163,T-85420,PROP-002,1BR,Standard,ACH,2025-12-28,2025-12-01,1503.11,1503.11,110.0,30,1,0,1,1,1,1
PAY-03-00631,U-004-198,T-20227,PROP-004,2BR,Standard,Check,2025-12-11,2025-12-01,2061.25,1905.12,70.0,10,0,0,1,1,0,1
PAY-03-00632,U-004-324,T-35839,PROP-004,3BR,Standard,Online,2025-12-01,2025-12-01,2619.32,2619.32,0.0,0,0,0,1,1,1,0
PAY-03-00633,U-004-113,T-60792,PROP-004,2BR,Standard,ACH,2025-12-01,2025-12-01,2084.88,2084.88,0.0,0,0,0,1,1,1,0
PAY-03-00634,U-003-338,T-30215,PROP-003,Studio,Standard,ACH,,2025-12-01,1144.76,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00635,U-003-105,T-21977,PROP-003,2BR,Month-to-Month,Cash,2025-12-03,2025-12-01,1999.72,1999.72,0.0,2,0,0,1,1,1,0
PAY-03-00636,U-004-264,T-35947,PROP-004,Studio,Standard,Check,2025-12-11,2025-12-01,1240.78,1240.78,70.0,10,0,0,1,1,1,1
PAY-03-00637,U-001-318,T-62346,PROP-001,Studio,Standard,Check,2025-12-28,2025-12-01,1230.04,1230.04,110.0,30,1,0,1,1,1,1
PAY-03-00638,U-004-215,T-89893,PROP-004,1BR,Standard,Online,2025-12-01,2025-12-01,1490.3,1490.3,0.0,0,0,0,1,1,1,0
PAY-03-00639,U-004-207,T-57380,PROP-004,2BR,Standard,ACH,2025-12-01,2025-12-01,2003.88,2003.88,0.0,0,0,0,1,1,1,0
PAY-03-00640,U-004-238,T-32072,PROP-004,Studio,Standard,Check,2025-12-03,2025-12-01,1166.26,1166.26,0.0,2,0,0,1,1,1,0
PAY-03-00641,U-004-253,T-34083,PROP-004,2BR,Month-to-Month,Cash,2025-12-03,2025-12-01,1946.27,1946.27,0.0,2,0,0,1,1,1,0
PAY-03-00642,U-001-351,T-95104,PROP-001,1BR,Standard,ACH,2025-12-02,2025-12-01,1442.57,1442.57,0.0,1,0,0,1,1,1,0
PAY-03-00643,U-004-192,T-52689,PROP-004,2BR,Standard,Check,2025-12-01,2025-12-01,2003.62,2003.62,0.0,0,0,0,1,1,1,0
PAY-03-00644,U-002-367,T-22546,PROP-002,2BR,Standard,Online,2025-12-01,2025-12-01,2004.1,2004.1,0.0,0,0,0,1,1,1,0
PAY-03-00645,U-002-334,T-13333,PROP-002,1BR,Standard,Online,2025-12-01,2025-12-01,1566.81,1566.81,0.0,0,0,0,1,1,1,0
PAY-03-00646,U-003-222,T-62506,PROP-003,1BR,Standard,Online,2025-12-01,2025-12-01,1512.17,1512.17,0.0,0,0,0,1,1,1,0
PAY-03-00647,U-001-251,T-94191,PROP-001,1BR,Corporate,ACH,2025-12-03,2025-12-01,1572.65,1572.65,0.0,2,0,0,1,1,1,0
PAY-03-00648,U-001-197,T-19409,PROP-001,2BR,Corporate,Cash,2025-12-02,2025-12-01,1909.83,1909.83,0.0,1,0,0,1,1,1,0
PAY-03-00649,U-001-184,T-55753,PROP-001,2BR,Standard,ACH,2025-12-06,2025-12-01,2009.72,2009.72,0.0,5,0,0,1,1,1,0
PAY-03-00650,U-001-288,T-17441,PROP-001,Studio,Standard,ACH,2025-12-01,2025-12-01,1211.22,1211.22,0.0,0,0,0,1,1,1,0
PAY-03-00651,U-002-199,T-11668,PROP-002,3BR,Standard,Check,2025-12-03,2025-12-01,2590.86,2590.86,0.0,2,0,0,1,1,1,0
PAY-03-00652,U-004-128,T-82525,PROP-004,1BR,Standard,ACH,2025-12-01,2025-12-01,1526.48,1526.48,0.0,0,0,0,1,1,1,0
PAY-03-00653,U-003-254,T-50106,PROP-003,2BR,Standard,ACH,2025-12-03,2025-12-01,2063.09,2063.09,0.0,2,0,0,1,1,1,0
PAY-03-00654,U-004-126,T-67473,PROP-004,1BR,Standard,ACH,2025-12-08,2025-12-01,1541.78,1541.78,64.0,7,0,0,1,1,1,1
PAY-03-00655,U-004-109,T-27396,PROP-004,2BR,Standard,Cash,2025-12-03,2025-12-01,2004.29,2004.29,0.0,2,0,0,1,1,1,0
PAY-03-00656,U-003-219,T-33888,PROP-003,1BR,Standard,Online,2025-12-04,2025-12-01,1446.16,1446.16,0.0,3,0,0,1,1,1,0
PAY-03-00657,U-004-277,T-16713,PROP-004,2BR,Corporate,Check,2025-12-01,2025-12-01,2040.52,2040.52,0.0,0,0,0,1,1,1,0
PAY-03-00658,U-002-156,T-67881,PROP-002,2BR,Corporate,ACH,2025-12-02,2025-12-01,2097.74,2097.74,0.0,1,0,0,1,1,1,0
PAY-03-00659,U-003-352,T-77843,PROP-003,2BR,Standard,Cash,2025-12-02,2025-12-01,1907.07,1907.07,0.0,1,0,0,1,1,1,0
PAY-03-00660,U-003-348,T-45279,PROP-003,2BR,Standard,Check,2025-12-03,2025-12-01,1962.99,1962.99,0.0,2,0,0,1,1,1,0
PAY-03-00661,U-001-215,T-99206,PROP-001,2BR,Corporate,ACH,2025-12-02,2025-12-01,1976.49,1976.49,0.0,1,0,0,1,1,1,0
PAY-03-00662,U-004-276,T-74431,PROP-004,2BR,Standard,ACH,2025-12-02,2025-12-01,2040.2,2040.2,0.0,1,0,0,1,1,1,0
PAY-03-00663,U-004-107,T-57293,PROP-004,1BR,Month-to-Month,Online,,2025-12-01,1529.63,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00664,U-004-373,T-88727,PROP-004,3BR,Month-to-Month,Check,2025-12-01,2025-12-01,2487.97,2487.97,0.0,0,0,0,1,1,1,0
PAY-03-00665,U-001-372,T-90188,PROP-001,1BR,Corporate,Online,2025-12-16,2025-12-01,1428.71,1428.71,80.0,15,0,0,1,1,1,1
PAY-03-00666,U-004-286,T-58321,PROP-004,1BR,Month-to-Month,ACH,2025-12-06,2025-12-01,1508.83,1508.83,0.0,5,0,0,1,1,1,0
PAY-03-00667,U-003-196,T-88814,PROP-003,Studio,Corporate,Online,2025-12-01,2025-12-01,1189.75,1189.75,0.0,0,0,0,1,1,1,0
PAY-03-00668,U-003-188,T-43926,PROP-003,1BR,Standard,Cash,2025-12-11,2025-12-01,1438.86,1438.86,70.0,10,0,0,1,1,1,1
PAY-03-00669,U-002-362,T-99748,PROP-002,3BR,Month-to-Month,Check,2025-12-04,2025-12-01,2397.06,2397.06,0.0,3,0,0,1,1,1,0
PAY-03-00670,U-004-139,T-94119,PROP-004,2BR,Standard,Online,2025-12-21,2025-12-01,2082.34,2082.34,90.0,20,0,0,1,1,1,1
PAY-03-00671,U-003-129,T-61820,PROP-003,1BR,Month-to-Month,Online,2025-12-06,2025-12-01,1491.17,1491.17,0.0,5,0,0,1,1,1,0
PAY-03-00672,U-003-104,T-68849,PROP-003,1BR,Standard,Online,2025-12-01,2025-12-01,1481.62,1481.62,0.0,0,0,0,1,1,1,0
PAY-03-00673,U-002-229,T-35237,PROP-002,1BR,Month-to-Month,Online,2025-12-16,2025-12-01,1468.71,1468.71,80.0,15,0,0,1,1,1,1
PAY-03-00674,U-004-100,T-78135,PROP-004,2BR,Standard,Online,2025-12-03,2025-12-01,2071.31,2071.31,0.0,2,0,0,1,1,1,0
PAY-03-00675,U-003-186,T-80412,PROP-003,Studio,Standard,Check,2025-12-28,2025-12-01,1211.34,1211.34,110.0,30,1,0,1,1,1,1
PAY-03-00676,U-003-255,T-83859,PROP-003,Studio,Month-to-Month,Online,2025-12-03,2025-12-01,1205.84,1205.84,0.0,2,0,0,1,1,1,0
PAY-03-00677,U-001-306,T-16458,PROP-001,2BR,Corporate,Cash,2025-12-02,2025-12-01,1924.84,1258.21,0.0,1,0,0,1,1,0,0
PAY-03-00678,U-002-110,T-33106,PROP-002,1BR,Standard,Check,2025-12-01,2025-12-01,1456.87,1456.87,0.0,0,0,0,1,1,1,0
PAY-03-00679,U-001-202,T-97448,PROP-001,Studio,Standard,Cash,2025-12-01,2025-12-01,1157.0,1157.0,0.0,0,0,0,1,1,1,0
PAY-03-00680,U-002-301,T-96518,PROP-002,2BR,Corporate,ACH,2025-12-01,2025-12-01,1933.29,1933.29,0.0,0,0,0,1,1,1,0
PAY-03-00681,U-004-273,T-70487,PROP-004,1BR,Standard,Online,2025-12-21,2025-12-01,1509.27,1509.27,90.0,20,0,0,1,1,1,1
PAY-03-00682,U-001-230,T-75785,PROP-001,1BR,Corporate,Cash,2025-12-02,2025-12-01,1548.97,1548.97,0.0,1,0,0,1,1,1,0
PAY-03-00683,U-001-394,T-89746,PROP-001,3BR,Month-to-Month,ACH,2025-12-06,2025-12-01,2486.87,2486.87,0.0,5,0,0,1,1,1,0
PAY-03-00684,U-004-277,T-16141,PROP-004,2BR,Month-to-Month,Online,2025-12-02,2025-12-01,2070.88,2070.88,0.0,1,0,0,1,1,1,0
PAY-03-00685,U-003-202,T-50541,PROP-003,3BR,Month-to-Month,Online,2025-12-11,2025-12-01,2562.21,2562.21,70.0,10,0,0,1,1,1,1
PAY-03-00686,U-001-230,T-69848,PROP-001,1BR,Standard,Cash,2025-12-08,2025-12-01,1503.96,1503.96,64.0,7,0,0,1,1,1,1
PAY-03-00687,U-003-222,T-93815,PROP-003,3BR,Corporate,Check,2025-12-01,2025-12-01,2498.82,2498.82,0.0,0,0,0,1,1,1,0
PAY-03-00688,U-004-254,T-24104,PROP-004,1BR,Standard,Check,2025-12-04,2025-12-01,1552.68,1552.68,0.0,3,0,0,1,1,1,0
PAY-03-00689,U-002-211,T-86649,PROP-002,3BR,Standard,Check,2025-12-21,2025-12-01,2422.46,2422.46,90.0,20,0,0,1,1,1,1
PAY-03-00690,U-003-116,T-77359,PROP-003,2BR,Standard,Online,2025-12-01,2025-12-01,2062.75,2062.75,0.0,0,0,0,1,1,1,0
PAY-03-00691,U-002-201,T-65745,PROP-002,2BR,Month-to-Month,Online,2025-12-01,2025-12-01,1967.44,1967.44,0.0,0,0,0,1,1,1,0
PAY-03-00692,U-002-326,T-78779,PROP-002,1BR,Corporate,Online,2025-12-28,2025-12-01,1433.68,1433.68,110.0,30,1,0,1,1,1,1
PAY-03-00693,U-003-374,T-13051,PROP-003,1BR,Standard,Check,2025-12-03,2025-12-01,1487.09,1487.09,0.0,2,0,0,1,1,1,0
PAY-03-00694,U-003-225,T-92239,PROP-003,2BR,Month-to-Month,Cash,2025-12-06,2025-12-01,1986.88,1297.2,0.0,5,0,0,1,1,0,0
PAY-03-00695,U-001-320,T-53095,PROP-001,1BR,Standard,Check,2025-12-01,2025-12-01,1440.89,1440.89,0.0,0,0,0,1,1,1,0
PAY-03-00696,U-002-172,T-89789,PROP-002,1BR,Standard,ACH,2025-12-02,2025-12-01,1442.17,1442.17,0.0,1,0,0,1,1,1,0
PAY-03-00697,U-003-109,T-45921,PROP-003,2BR,Standard,Online,2025-12-01,2025-12-01,1981.26,1981.26,0.0,0,0,0,1,1,1,0
PAY-03-00698,U-002-232,T-45744,PROP-002,2BR,Standard,ACH,2025-12-03,2025-12-01,2006.71,2006.71,0.0,2,0,0,1,1,1,0
PAY-03-00699,U-004-398,T-35392,PROP-004,1BR,Month-to-Month,Online,2025-12-02,2025-12-01,1447.65,1447.65,0.0,1,0,0,1,1,1,0
PAY-03-00700,U-001-298,T-72399,PROP-001,1BR,Standard,ACH,2025-12-11,2025-12-01,1444.54,853.84,70.0,10,0,0,1,1,0,1
PAY-03-00701,U-004-283,T-27223,PROP-004,1BR,Standard,Online,2025-12-01,2025-12-01,1427.11,1427.11,0.0,0,0,0,1,1,1,0
PAY-03-00702,U-002-354,T-59409,PROP-002,1BR,Standard,ACH,2025-12-11,2025-12-01,1430.8,1430.8,70.0,10,0,0,1,1,1,1
PAY-03-00703,U-004-136,T-22998,PROP-004,1BR,Standard,Check,2025-12-08,2025-12-01,1474.03,1474.03,64.0,7,0,0,1,1,1,1
PAY-03-00704,U-002-396,T-73205,PROP-002,1BR,Standard,Online,2025-12-02,2025-12-01,1494.74,1494.74,0.0,1,0,0,1,1,1,0
PAY-03-00705,U-002-120,T-51103,PROP-002,1BR,Month-to-Month,Online,2025-12-02,2025-12-01,1504.4,1504.4,0.0,1,0,0,1,1,1,0
PAY-03-00706,U-002-332,T-18717,PROP-002,1BR,Standard,Online,2025-12-03,2025-12-01,1517.31,1517.31,0.0,2,0,0,1,1,1,0
PAY-03-00707,U-003-173,T-95556,PROP-003,2BR,Corporate,ACH,2025-12-02,2025-12-01,2043.48,2043.48,0.0,1,0,0,1,1,1,0
PAY-03-00708,U-003-209,T-60519,PROP-003,2BR,Corporate,ACH,2025-12-06,2025-12-01,2025.49,2025.49,0.0,5,0,0,1,1,1,0
PAY-03-00709,U-002-136,T-71724,PROP-002,2BR,Standard,ACH,2025-12-01,2025-12-01,1918.5,1918.5,0.0,0,0,0,1,1,1,0
PAY-03-00710,U-002-389,T-99590,PROP-002,2BR,Month-to-Month,ACH,2025-12-28,2025-12-01,1938.32,1938.32,110.0,30,1,0,1,1,1,1
PAY-03-00711,U-002-242,T-42172,PROP-002,3BR,Standard,Cash,2025-12-01,2025-12-01,2464.47,2464.47,0.0,0,0,0,1,1,1,0
PAY-03-00712,U-003-256,T-46321,PROP-003,1BR,Month-to-Month,ACH,2025-12-03,2025-12-01,1507.4,1507.4,0.0,2,0,0,1,1,1,0
PAY-03-00713,U-004-210,T-15218,PROP-004,2BR,Standard,Online,2025-12-03,2025-12-01,2089.86,2089.86,0.0,2,0,0,1,1,1,0
PAY-03-00714,U-003-121,T-36432,PROP-003,2BR,Standard,ACH,,2025-12-01,2082.73,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00715,U-002-293,T-66712,PROP-002,Studio,Standard,Check,2025-12-01,2025-12-01,1191.18,1191.18,0.0,0,0,0,1,1,1,0
PAY-03-00716,U-001-284,T-10118,PROP-001,3BR,Standard,Online,2025-12-01,2025-12-01,2553.39,2553.39,0.0,0,0,0,1,1,1,0
PAY-03-00717,U-001-130,T-86099,PROP-001,3BR,Standard,Cash,2025-12-01,2025-12-01,2610.61,2610.61,0.0,0,0,0,1,1,1,0
PAY-03-00718,U-001-254,T-29092,PROP-001,2BR,Standard,ACH,2025-12-01,2025-12-01,1997.23,1997.23,0.0,0,0,0,1,1,1,0
PAY-03-00719,U-004-139,T-35729,PROP-004,3BR,Month-to-Month,Check,2025-12-06,2025-12-01,2578.54,2578.54,0.0,5,0,0,1,1,1,0
PAY-03-00720,U-002-144,T-65932,PROP-002,1BR,Standard,Online,2025-12-01,2025-12-01,1435.04,1435.04,0.0,0,0,0,1,1,1,0
PAY-03-00721,U-002-339,T-77523,PROP-002,1BR,Corporate,Check,2025-12-11,2025-12-01,1547.36,1547.36,70.0,10,0,0,1,1,1,1
PAY-03-00722,U-004-212,T-96602,PROP-004,3BR,Standard,Cash,2025-12-21,2025-12-01,2580.43,2580.43,90.0,20,0,0,1,1,1,1
PAY-03-00723,U-003-160,T-52283,PROP-003,3BR,Standard,Check,2025-12-11,2025-12-01,2532.99,2532.99,70.0,10,0,0,1,1,1,1
PAY-03-00724,U-004-150,T-62344,PROP-004,2BR,Standard,Online,2025-12-01,2025-12-01,1981.36,1981.36,0.0,0,0,0,1,1,1,0
PAY-03-00725,U-002-123,T-47077,PROP-002,1BR,Standard,Check,2025-12-06,2025-12-01,1446.64,1446.64,0.0,5,0,0,1,1,1,0
PAY-03-00726,U-004-114,T-57699,PROP-004,Studio,Standard,Check,2025-12-03,2025-12-01,1142.23,1142.23,0.0,2,0,0,1,1,1,0
PAY-03-00727,U-002-239,T-33097,PROP-002,1BR,Standard,Online,2025-12-08,2025-12-01,1527.31,1527.31,64.0,7,0,0,1,1,1,1
PAY-03-00728,U-001-179,T-44321,PROP-001,1BR,Standard,ACH,2025-12-04,2025-12-01,1489.03,1489.03,0.0,3,0,0,1,1,1,0
PAY-03-00729,U-003-200,T-75676,PROP-003,1BR,Corporate,Cash,2025-12-03,2025-12-01,1526.69,1526.69,0.0,2,0,0,1,1,1,0
PAY-03-00730,U-004-238,T-14693,PROP-004,1BR,Standard,Check,2025-12-03,2025-12-01,1521.25,1521.25,0.0,2,0,0,1,1,1,0
PAY-03-00731,U-002-246,T-43724,PROP-002,2BR,Standard,ACH,,2025-12-01,1980.23,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00732,U-002-200,T-77195,PROP-002,1BR,Standard,Check,,2025-12-01,1544.82,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00733,U-003-103,T-64981,PROP-003,2BR,Standard,Online,2025-12-11,2025-12-01,2034.1,2034.1,70.0,10,0,0,1,1,1,1
PAY-03-00734,U-003-260,T-29943,PROP-003,2BR,Corporate,Check,2025-12-08,2025-12-01,2059.02,2059.02,64.0,7,0,0,1,1,1,1
PAY-03-00735,U-001-122,T-47258,PROP-001,1BR,Standard,Cash,2025-12-04,2025-12-01,1472.49,1472.49,0.0,3,0,0,1,1,1,0
PAY-03-00736,U-003-340,T-92850,PROP-003,2BR,Standard,Online,2025-12-01,2025-12-01,2046.52,2046.52,0.0,0,0,0,1,1,1,0
PAY-03-00737,U-001-251,T-23365,PROP-001,1BR,Corporate,Check,2025-12-06,2025-12-01,1534.46,1534.46,0.0,5,0,0,1,1,1,0
PAY-03-00738,U-004-359,T-37877,PROP-004,3BR,Standard,Online,2025-12-01,2025-12-01,2510.78,2510.78,0.0,0,0,0,1,1,1,0
PAY-03-00739,U-004-263,T-73618,PROP-004,1BR,Month-to-Month,ACH,2025-12-03,2025-12-01,1525.77,1525.77,0.0,2,0,0,1,1,1,0
PAY-03-00740,U-003-312,T-90488,PROP-003,3BR,Standard,Check,,2025-12-01,2400.47,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00741,U-004-125,T-58171,PROP-004,1BR,Standard,Check,2025-12-01,2025-12-01,1466.56,1466.56,0.0,0,0,0,1,1,1,0
PAY-03-00742,U-001-330,T-37905,PROP-001,1BR,Standard,Online,2025-12-02,2025-12-01,1451.3,1451.3,0.0,1,0,0,1,1,1,0
PAY-03-00743,U-004-350,T-67572,PROP-004,3BR,Corporate,ACH,2025-12-11,2025-12-01,2573.66,2573.66,70.0,10,0,0,1,1,1,1
PAY-03-00744,U-002-119,T-12511,PROP-002,1BR,Standard,ACH,,2025-12-01,1551.01,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00745,U-004-105,T-26272,PROP-004,Studio,Month-to-Month,ACH,2025-12-01,2025-12-01,1180.81,1180.81,0.0,0,0,0,1,1,1,0
PAY-03-00746,U-001-256,T-86929,PROP-001,2BR,Standard,Online,2025-12-01,2025-12-01,1983.83,1983.83,0.0,0,0,0,1,1,1,0
PAY-03-00747,U-003-275,T-43907,PROP-003,1BR,Standard,ACH,2025-12-08,2025-12-01,1513.74,1513.74,64.0,7,0,0,1,1,1,1
PAY-03-00748,U-003-200,T-71263,PROP-003,2BR,Standard,Online,2025-12-06,2025-12-01,1949.69,1949.69,0.0,5,0,0,1,1,1,0
PAY-03-00749,U-003-376,T-59191,PROP-003,1BR,Standard,ACH,2025-12-02,2025-12-01,1468.39,1468.39,0.0,1,0,0,1,1,1,0
PAY-03-00750,U-004-238,T-15620,PROP-004,1BR,Standard,Check,2025-12-01,2025-12-01,1429.35,1429.35,0.0,0,0,0,1,1,1,0
PAY-03-00751,U-001-365,T-83529,PROP-001,2BR,Standard,ACH,,2025-12-01,2042.26,0.0,0.0,0,0,1,0,1,0,0
PAY-03-00752,U-003-105,T-63726,PROP-003,2BR,Corporate,ACH,2025-12-02,2025-12-01,1978.95,1978.95,0.0,1,0,0,1,1,1,0
PAY-03-00753,U-002-370,T-18404,PROP-002,3BR,Standard,Online,2025-12-02,2025-12-01,2597.81,2597.81,0.0,1,0,0,1,1,1,0
